116.32593,0.000003
3.20936,0.000003
3.34646,0.000003
3.29052,0.000003
3.29386,0.000003
3.37521,0.000003
2.94091,0.000003
3.00397,0.000003
3.14784,0.000003
3.02789,0.000004
3.02220,0.000003
3.04535,0.000003
2.92007,0.000003
2.65609,0.000003
2.66354,0.000003
2.65113,0.000003
2.68114,0.000003
2.69769,0.000004
3.17969,0.000003
2.71300,0.000003
2.88166,0.000004
2.62717,0.000003
2.66432,0.000003
2.65757,0.000002
2.66758,0.000003
2.69017,0.000003
3.11135,0.000003
3.02570,0.000003
3.00537,0.000003
3.05931,0.000004
2.71733,0.000003
